assembly	accession	serotype	segment	host	db_xref
GCA_038204025.1	CY102715	H3N6	5	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102714	H3N6	6	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102713	H3N6	7	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102716	H3N6	8	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038207875.1	CY029235	H5N1	1	pheasant	taxon:496795
GCA_038207875.1	CY029236	H5N1	2	pheasant	taxon:496795
GCA_038207875.1	CY029237	H5N1	3	pheasant	taxon:496795
GCA_038207875.1	CY028958	H5N1	4	pheasant	taxon:496795
GCA_038207875.1	CY029238	H5N1	5	pheasant	taxon:496795
GCA_038207875.1	CY029239	H5N1	6	pheasant	taxon:496795
GCA_038207875.1	CY029240	H5N1	7	pheasant	taxon:496795
GCA_038207875.1	CY029241	H5N1	8	pheasant	taxon:496795
GCA_038166595.1	CY136871	H10N7	1	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136870	H10N7	2	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136869	H10N7	3	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136864	H10N7	4	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136867	H10N7	5	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136866	H10N7	6	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136865	H10N7	7	mallard; gender F; age hatch year	taxon:1283365
GCA_038166595.1	CY136868	H10N7	8	mallard; gender F; age hatch year	taxon:1283365
GCA_038202815.1	CY017554	H3N2	1	Human	taxon:411179
GCA_038202815.1	CY017553	H3N2	2	Human	taxon:411179
GCA_038202815.1	CY017552	H3N2	3	Human	taxon:411179
GCA_038202815.1	CY017547	H3N2	4	Human	taxon:411179
GCA_038202815.1	CY017550	H3N2	5	Human	taxon:411179
GCA_038202815.1	CY017549	H3N2	6	Human	taxon:411179
GCA_038202815.1	CY017548	H3N2	7	Human	taxon:411179
GCA_038202815.1	CY017551	H3N2	8	Human	taxon:411179
GCA_038179095.1	MH598221	H12N5	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598220	H12N5	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598219	H12N5	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598214	H12N5	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598217	H12N5	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598216	H12N5	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598215	H12N5	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038179095.1	MH598218	H12N5	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038199495.1	CY144436	H1N9	1	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144435	H1N9	2	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144434	H1N9	3	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144429	H1N9	4	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144432	H1N9	5	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144431	H1N9	6	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144430	H1N9	7	ruddy turnstone	taxon:1322603
GCA_038199495.1	CY144433	H1N9	8	ruddy turnstone	taxon:1322603
GCA_038199815.1	CY127685	H11N9	1	shorebird	taxon:1261736
GCA_038199815.1	CY127684	H11N9	2	shorebird	taxon:1261736
GCA_038199815.1	CY127683	H11N9	3	shorebird	taxon:1261736
GCA_038199815.1	CY127678	H11N9	4	shorebird	taxon:1261736
GCA_038199815.1	CY127681	H11N9	5	shorebird	taxon:1261736
GCA_038199815.1	CY127680	H11N9	6	shorebird	taxon:1261736
GCA_038199815.1	CY127679	H11N9	7	shorebird	taxon:1261736
GCA_038199815.1	CY127682	H11N9	8	shorebird	taxon:1261736
GCA_038200705.1	CY127725	H11N1	1	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127724	H11N1	2	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127723	H11N1	3	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127718	H11N1	4	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127721	H11N1	5	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127720	H11N1	6	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127719	H11N1	7	ruddy turnstone	taxon:1261667
GCA_038200705.1	CY127722	H11N1	8	ruddy turnstone	taxon:1261667
GCA_038195755.1	CY125171	H1N1	1	human	taxon:1194325
GCA_038195755.1	CY125170	H1N1	2	human	taxon:1194325
GCA_038195755.1	CY125169	H1N1	3	human	taxon:1194325
GCA_038195755.1	CY125164	H1N1	4	human	taxon:1194325
GCA_038195755.1	CY125167	H1N1	5	human	taxon:1194325
GCA_038195755.1	CY125166	H1N1	6	human	taxon:1194325
GCA_038195755.1	CY125165	H1N1	7	human	taxon:1194325
GCA_038195755.1	CY125168	H1N1	8	human	taxon:1194325
GCA_038248125.1	HM172482	H5N1	1	chicken	taxon:464480
GCA_038248125.1	HM172478	H5N1	2	chicken	taxon:464480
GCA_038248125.1	HM172473	H5N1	3	chicken	taxon:464480
GCA_038248125.1	HM172453	H5N1	4	chicken	taxon:464480
GCA_038248125.1	HM172466	H5N1	5	chicken	taxon:464480
GCA_038248125.1	HM172461	H5N1	6	chicken	taxon:464480
GCA_038248125.1	HM172458	H5N1	7	chicken	taxon:464480
GCA_038248125.1	HM172469	H5N1	8	chicken	taxon:464480
GCA_038191585.1	CY017900	H3N2	1	Human	taxon:411174
GCA_038191585.1	CY017899	H3N2	2	Human	taxon:411174
GCA_038191585.1	CY017898	H3N2	3	Human	taxon:411174
GCA_038191585.1	CY017893	H3N2	4	Human	taxon:411174
GCA_038191585.1	CY017896	H3N2	5	Human	taxon:411174
GCA_038191585.1	CY017895	H3N2	6	Human	taxon:411174
GCA_038191585.1	CY017894	H3N2	7	Human	taxon:411174
GCA_038191585.1	CY017897	H3N2	8	Human	taxon:411174
GCA_038161285.1	CY126991	H6N8	1	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126990	H6N8	2	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126989	H6N8	3	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126984	H6N8	4	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126987	H6N8	5	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126986	H6N8	6	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126985	H6N8	7	mallard; gender F; age hatch year	taxon:1261989
GCA_038161285.1	CY126988	H6N8	8	mallard; gender F; age hatch year	taxon:1261989
GCA_038161615.1	CY114012	H3N2	1	human	taxon:1086925
GCA_038161615.1	CY114011	H3N2	2	human	taxon:1086925
GCA_038161615.1	CY114010	H3N2	3	human	taxon:1086925
GCA_038161615.1	CY114005	H3N2	4	human	taxon:1086925
GCA_038161615.1	CY114008	H3N2	5	human	taxon:1086925
GCA_038161615.1	CY114007	H3N2	6	human	taxon:1086925
GCA_038161615.1	CY114006	H3N2	7	human	taxon:1086925
GCA_038161615.1	CY114009	H3N2	8	human	taxon:1086925
GCA_038181855.1	CY025033	H1N1	1	Human	taxon:444787
GCA_038181855.1	CY025032	H1N1	2	Human	taxon:444787
GCA_038181855.1	CY025031	H1N1	3	Human	taxon:444787
GCA_038181855.1	CY025026	H1N1	4	Human	taxon:444787
GCA_038181855.1	CY025029	H1N1	5	Human	taxon:444787
GCA_038181855.1	CY025028	H1N1	6	Human	taxon:444787
GCA_038181855.1	CY025027	H1N1	7	Human	taxon:444787
GCA_038181855.1	CY025030	H1N1	8	Human	taxon:444787
GCA_038182055.1	CY022500	H1N1	1	Human	taxon:444790
GCA_038182055.1	CY022499	H1N1	2	Human	taxon:444790
GCA_038182055.1	CY022498	H1N1	3	Human	taxon:444790
GCA_038182055.1	CY022493	H1N1	4	Human	taxon:444790
GCA_038182055.1	CY022496	H1N1	5	Human	taxon:444790
GCA_038182055.1	CY022495	H1N1	6	Human	taxon:444790
GCA_038182055.1	CY022494	H1N1	7	Human	taxon:444790
GCA_038182055.1	CY022497	H1N1	8	Human	taxon:444790
GCA_038189395.1	CY137191	H10N7	1	shorebird	taxon:1283425
GCA_038189395.1	CY137190	H10N7	2	shorebird	taxon:1283425
GCA_038189395.1	CY137189	H10N7	3	shorebird	taxon:1283425
GCA_038189395.1	CY137184	H10N7	4	shorebird	taxon:1283425
GCA_038189395.1	CY137187	H10N7	5	shorebird	taxon:1283425
GCA_038189395.1	CY137186	H10N7	6	shorebird	taxon:1283425
GCA_038189395.1	CY137185	H10N7	7	shorebird	taxon:1283425
GCA_038189395.1	CY137188	H10N7	8	shorebird	taxon:1283425
GCA_038160175.1	CY003719	H3N2	1	Human	taxon:351259
GCA_038160175.1	CY003718	H3N2	2	Human	taxon:351259
GCA_038160175.1	CY003717	H3N2	3	Human	taxon:351259
GCA_038160175.1	CY003712	H3N2	4	Human	taxon:351259
GCA_038160175.1	CY003715	H3N2	5	Human	taxon:351259
GCA_038160175.1	CY003714	H3N2	6	Human	taxon:351259
GCA_038160175.1	CY003713	H3N2	7	Human	taxon:351259
GCA_038160175.1	CY003716	H3N2	8	Human	taxon:351259
GCA_038182215.1	CY022492	H1N1	1	Human	taxon:444789
GCA_038182215.1	CY022491	H1N1	2	Human	taxon:444789
GCA_038182215.1	CY022490	H1N1	3	Human	taxon:444789
GCA_038182215.1	CY022485	H1N1	4	Human	taxon:444789
GCA_038182215.1	CY022488	H1N1	5	Human	taxon:444789
GCA_038182215.1	CY022487	H1N1	6	Human	taxon:444789
GCA_038182215.1	CY022486	H1N1	7	Human	taxon:444789
GCA_038182215.1	CY022489	H1N1	8	Human	taxon:444789
GCA_038160045.1	CY005311	H11N2	1	Avian	taxon:352578
GCA_038160045.1	CY005310	H11N2	2	Avian	taxon:352578
GCA_038160045.1	CY005309	H11N2	3	Avian	taxon:352578
GCA_038160045.1	CY006003	H11N2	4	Avian	taxon:352578
GCA_038160045.1	CY005307	H11N2	5	Avian	taxon:352578
GCA_038160045.1	CY005306	H11N2	6	Avian	taxon:352578
GCA_038160045.1	CY005305	H11N2	7	Avian	taxon:352578
GCA_038160045.1	CY005308	H11N2	8	Avian	taxon:352578
GCA_038182465.1	CY023033	H3N2	1	Human	taxon:444799
GCA_038182465.1	CY023032	H3N2	2	Human	taxon:444799
GCA_038182465.1	CY023031	H3N2	3	Human	taxon:444799
GCA_038182465.1	CY023026	H3N2	4	Human	taxon:444799
GCA_038182465.1	CY023029	H3N2	5	Human	taxon:444799
GCA_038182465.1	CY023028	H3N2	6	Human	taxon:444799
GCA_038182465.1	CY023027	H3N2	7	Human	taxon:444799
GCA_038182465.1	CY023030	H3N2	8	Human	taxon:444799
GCA_038186725.1	CY115917	H1N1	1	swine	taxon:1176087
GCA_038186725.1	CY115918	H1N1	2	swine	taxon:1176087
GCA_038186725.1	JX843272	H1N1	3	swine	taxon:1176087
GCA_038186725.1	CY115919	H1N1	4	swine	taxon:1176087
GCA_038186725.1	CY115920	H1N1	5	swine	taxon:1176087
GCA_038186725.1	CY115921	H1N1	6	swine	taxon:1176087
GCA_038186725.1	CY115922	H1N1	7	swine	taxon:1176087
GCA_038186725.1	CY115923	H1N1	8	swine	taxon:1176087
GCA_038186595.1	CY144851	H10N7	1	sanderling	taxon:1322480
GCA_038186595.1	CY144850	H10N7	2	sanderling	taxon:1322480
GCA_038186595.1	CY144849	H10N7	3	sanderling	taxon:1322480
GCA_038186595.1	CY144844	H10N7	4	sanderling	taxon:1322480
GCA_038186595.1	CY144847	H10N7	5	sanderling	taxon:1322480
GCA_038186595.1	CY144846	H10N7	6	sanderling	taxon:1322480
GCA_038186595.1	CY144845	H10N7	7	sanderling	taxon:1322480
GCA_038186595.1	CY144848	H10N7	8	sanderling	taxon:1322480
GCA_038179795.1	CY005249	H10N7	1	Avian	taxon:352587
GCA_038179795.1	CY005248	H10N7	2	Avian	taxon:352587
GCA_038179795.1	CY005247	H10N7	3	Avian	taxon:352587
GCA_038179795.1	CY005999	H10N7	4	Avian	taxon:352587
GCA_038179795.1	CY005245	H10N7	5	Avian	taxon:352587
GCA_038179795.1	CY005244	H10N7	6	Avian	taxon:352587
GCA_038179795.1	CY005243	H10N7	7	Avian	taxon:352587
GCA_038179795.1	CY005246	H10N7	8	Avian	taxon:352587
GCA_038179945.1	CY137047	H1N1	1	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137046	H1N1	2	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137045	H1N1	3	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137040	H1N1	4	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137043	H1N1	5	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137042	H1N1	6	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137041	H1N1	7	pintail; gender M; age hatch year	taxon:1283490
GCA_038179945.1	CY137044	H1N1	8	pintail; gender M; age hatch year	taxon:1283490
GCA_038180395.1	CY017466	H3N2	1	Human	taxon:411163
GCA_038180395.1	CY017465	H3N2	2	Human	taxon:411163
GCA_038180395.1	CY017464	H3N2	3	Human	taxon:411163
GCA_038180395.1	CY017459	H3N2	4	Human	taxon:411163
GCA_038180395.1	CY017462	H3N2	5	Human	taxon:411163
GCA_038180395.1	CY017461	H3N2	6	Human	taxon:411163
GCA_038180395.1	CY017460	H3N2	7	Human	taxon:411163
GCA_038180395.1	CY017463	H3N2	8	Human	taxon:411163
GCA_038159595.1	CY113660	H3N2	1	human	taxon:1086924
GCA_038159595.1	CY113659	H3N2	2	human	taxon:1086924
GCA_038159595.1	CY113658	H3N2	3	human	taxon:1086924
GCA_038159595.1	CY113653	H3N2	4	human	taxon:1086924
GCA_038159595.1	CY113656	H3N2	5	human	taxon:1086924
GCA_038159595.1	CY113655	H3N2	6	human	taxon:1086924
GCA_038159595.1	CY113654	H3N2	7	human	taxon:1086924
GCA_038159595.1	CY113657	H3N2	8	human	taxon:1086924
GCA_038246955.1	HM145711	H6N2	1	duck	taxon:759447
GCA_038246955.1	HM145542	H6N2	2	duck	taxon:759447
GCA_038246955.1	HM145373	H6N2	3	duck	taxon:759447
GCA_038246955.1	HM144527	H6N2	4	duck	taxon:759447
GCA_038246955.1	HM145204	H6N2	5	duck	taxon:759447
GCA_038246955.1	HM144697	H6N2	6	duck	taxon:759447
GCA_038246955.1	HM144866	H6N2	7	duck	taxon:759447
GCA_038246955.1	HM145035	H6N2	8	duck	taxon:759447
GCA_038159475.1	CY004249	H6N3	1	Avian	taxon:352724
GCA_038159475.1	CY004248	H6N3	2	Avian	taxon:352724
GCA_038159475.1	CY004247	H6N3	3	Avian	taxon:352724
GCA_038159475.1	CY004242	H6N3	4	Avian	taxon:352724
GCA_038159475.1	CY004245	H6N3	5	Avian	taxon:352724
GCA_038159475.1	CY004244	H6N3	6	Avian	taxon:352724
GCA_038159475.1	CY004243	H6N3	7	Avian	taxon:352724
GCA_038159475.1	CY004246	H6N3	8	Avian	taxon:352724
GCA_038159495.1	CY126919	H6N3	1	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126918	H6N3	2	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126917	H6N3	3	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126912	H6N3	4	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126915	H6N3	5	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126914	H6N3	6	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126913	H6N3	7	mallard; gender F; age hatch year	taxon:1261975
GCA_038159495.1	CY126916	H6N3	8	mallard; gender F; age hatch year	taxon:1261975
GCA_038178545.1	CY144794	H10N5	1	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144793	H10N5	2	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144792	H10N5	3	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144787	H10N5	4	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144790	H10N5	5	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144789	H10N5	6	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144788	H10N5	7	ruddy turnstone	taxon:1322414
GCA_038178545.1	CY144791	H10N5	8	ruddy turnstone	taxon:1322414
GCA_038175615.1	CY021788	H3N2	1	Human	taxon:425541
GCA_038175615.1	CY021787	H3N2	2	Human	taxon:425541
GCA_038175615.1	CY021786	H3N2	3	Human	taxon:425541
GCA_038175615.1	CY021781	H3N2	4	Human	taxon:425541
GCA_038175615.1	CY021784	H3N2	5	Human	taxon:425541
GCA_038175615.1	CY021783	H3N2	6	Human	taxon:425541
GCA_038175615.1	CY021782	H3N2	7	Human	taxon:425541
GCA_038175615.1	CY021785	H3N2	8	Human	taxon:425541
GCA_038177485.1	CY024905	H7N1	1	Pekin Duck	taxon:445384
GCA_038177485.1	CY024904	H7N1	2	Pekin Duck	taxon:445384
GCA_038177485.1	CY024903	H7N1	3	Pekin Duck	taxon:445384
GCA_038177485.1	CY024898	H7N1	4	Pekin Duck	taxon:445384
GCA_038177485.1	CY024901	H7N1	5	Pekin Duck	taxon:445384
GCA_038177485.1	CY024900	H7N1	6	Pekin Duck	taxon:445384
GCA_038177485.1	CY024899	H7N1	7	Pekin Duck	taxon:445384
GCA_038177485.1	CY024902	H7N1	8	Pekin Duck	taxon:445384
GCA_038174915.1	CY021756	H1N1	1	Human	taxon:425584
GCA_038174915.1	CY021755	H1N1	2	Human	taxon:425584
GCA_038174915.1	CY021754	H1N1	3	Human	taxon:425584
GCA_038174915.1	CY021749	H1N1	4	Human	taxon:425584
GCA_038174915.1	CY021752	H1N1	5	Human	taxon:425584
GCA_038174915.1	CY021751	H1N1	6	Human	taxon:425584
GCA_038174915.1	CY021750	H1N1	7	Human	taxon:425584
GCA_038174915.1	CY021753	H1N1	8	Human	taxon:425584
GCA_038173925.1	CY127492	H11N2	1	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127491	H11N2	2	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127490	H11N2	3	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127485	H11N2	4	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127488	H11N2	5	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127487	H11N2	6	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127486	H11N2	7	ruddy turnstone	taxon:1261678
GCA_038173925.1	CY127489	H11N2	8	ruddy turnstone	taxon:1261678
GCA_038188305.1	MH597534	H11N2	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597533	H11N2	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597532	H11N2	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597527	H11N2	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597530	H11N2	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597529	H11N2	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597528	H11N2	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038188305.1	MH597531	H11N2	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038173665.1	CY102430	H3N8	1	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102429	H3N8	2	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102428	H3N8	3	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102423	H3N8	4	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102426	H3N8	5	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102425	H3N8	6	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102424	H3N8	7	ruddy turnstone	taxon:1093442
GCA_038173665.1	CY102427	H3N8	8	ruddy turnstone	taxon:1093442
GCA_038158875.1	CY101618	H7N3	1	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101617	H7N3	2	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101616	H7N3	3	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101611	H7N3	4	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101614	H7N3	5	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101613	H7N3	6	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101612	H7N3	7	mallard; gender M; age hatch year	taxon:1093524
GCA_038158875.1	CY101615	H7N3	8	mallard; gender M; age hatch year	taxon:1093524
GCA_038188765.1	MH597307	H10N2	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597306	H10N2	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597305	H10N2	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597300	H10N2	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597303	H10N2	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597302	H10N2	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597301	H10N2	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038188765.1	MH597304	H10N2	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038158495.1	CY126458	H6N8	1	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126457	H6N8	2	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126456	H6N8	3	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126451	H6N8	4	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126454	H6N8	5	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126453	H6N8	6	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126452	H6N8	7	mallard; gender M; age hatch year	taxon:1261995
GCA_038158495.1	CY126455	H6N8	8	mallard; gender M; age hatch year	taxon:1261995
GCA_038173485.1	CY127460	H6N2	1	shorebird	taxon:1261970
GCA_038173485.1	CY127459	H6N2	2	shorebird	taxon:1261970
GCA_038173485.1	CY127458	H6N2	3	shorebird	taxon:1261970
GCA_038173485.1	CY127453	H6N2	4	shorebird	taxon:1261970
GCA_038173485.1	CY127456	H6N2	5	shorebird	taxon:1261970
GCA_038173485.1	CY127455	H6N2	6	shorebird	taxon:1261970
GCA_038173485.1	CY127454	H6N2	7	shorebird	taxon:1261970
GCA_038173485.1	CY127457	H6N2	8	shorebird	taxon:1261970
GCA_038188975.1	MH597510	H12N7	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597509	H12N7	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597508	H12N7	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597503	H12N7	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597506	H12N7	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597505	H12N7	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597504	H12N7	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038188975.1	MH597507	H12N7	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038173175.1	CY127468	H11N2	1	shorebird	taxon:1261693
GCA_038173175.1	CY127467	H11N2	2	shorebird	taxon:1261693
GCA_038173175.1	CY127466	H11N2	3	shorebird	taxon:1261693
GCA_038173175.1	CY127461	H11N2	4	shorebird	taxon:1261693
GCA_038173175.1	CY127464	H11N2	5	shorebird	taxon:1261693
GCA_038173175.1	CY127463	H11N2	6	shorebird	taxon:1261693
GCA_038173175.1	CY127462	H11N2	7	shorebird	taxon:1261693
GCA_038173175.1	CY127465	H11N2	8	shorebird	taxon:1261693
GCA_038189225.1	MH597864	H10N7	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597863	H10N7	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597862	H10N7	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597857	H10N7	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597860	H10N7	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597859	H10N7	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597858	H10N7	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038189225.1	MH597861	H10N7	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038173095.1	CY127508	H11N2	1	shorebird	taxon:1261682
GCA_038173095.1	CY127507	H11N2	2	shorebird	taxon:1261682
GCA_038173095.1	CY127506	H11N2	3	shorebird	taxon:1261682
GCA_038173095.1	CY127501	H11N2	4	shorebird	taxon:1261682
GCA_038173095.1	CY127504	H11N2	5	shorebird	taxon:1261682
GCA_038173095.1	CY127503	H11N2	6	shorebird	taxon:1261682
GCA_038173095.1	CY127502	H11N2	7	shorebird	taxon:1261682
GCA_038173095.1	CY127505	H11N2	8	shorebird	taxon:1261682
GCA_038173135.1	CY127551	H11N2	1	shorebird	taxon:1261686
GCA_038173135.1	CY127550	H11N2	2	shorebird	taxon:1261686
GCA_038173135.1	CY127549	H11N2	3	shorebird	taxon:1261686
GCA_038173135.1	CY127544	H11N2	4	shorebird	taxon:1261686
GCA_038173135.1	CY127547	H11N2	5	shorebird	taxon:1261686
GCA_038173135.1	CY127546	H11N2	6	shorebird	taxon:1261686
GCA_038173135.1	CY127545	H11N2	7	shorebird	taxon:1261686
GCA_038173135.1	CY127548	H11N2	8	shorebird	taxon:1261686
GCA_038157875.1	CY005147	H9N2	1	Avian	taxon:352600
GCA_038157875.1	CY005146	H9N2	2	Avian	taxon:352600
GCA_038157875.1	CY005145	H9N2	3	Avian	taxon:352600
GCA_038157875.1	CY005989	H9N2	4	Avian	taxon:352600
GCA_038157875.1	CY005143	H9N2	5	Avian	taxon:352600
GCA_038157875.1	CY005142	H9N2	6	Avian	taxon:352600
GCA_038157875.1	CY005141	H9N2	7	Avian	taxon:352600
GCA_038157875.1	CY005144	H9N2	8	Avian	taxon:352600
GCA_038157895.1	CY003943	H2N3	1	Avian	taxon:139295
GCA_038157895.1	CY003942	H2N3	2	Avian	taxon:139295
GCA_038157895.1	CY003941	H2N3	3	Avian	taxon:139295
GCA_038157895.1	CY003936	H2N3	4	Avian	taxon:139295
GCA_038157895.1	CY003939	H2N3	5	Avian	taxon:139295
